happiness_rating,disapproval_rating,participant_id
7.8,0.7,1
6.7,3.7,2
2.2439917565671856,9.3,3
3.410864658599973,9.3,4
0.3,8.5,5
4.1,3.2,6
3.6,7.4,7
3.620321859580318,8.2,8
8.307799809387546,2.7,9
4.3984989394829475,5.0,10
9.9,1.7,11
3.7,7.2,12
2.236348735489827,7.8,13
9.2,2.9,14
1.0,9.0,15
0.8,8.7,16
8.4,2.9,17
6.522149452682074,4.0,18
0.5,7.5,19
7.7,0.8,20
4.216911162816965,8.7,21
8.6,0.3,22
3.4,9.2,23
0.3,9.1,24
3.5593944336666907,7.2,25
5.513360864331672,4.5,26
0.7,9.8,27
3.4693454084521327,9.0,28
9.183821125887818,1.2,29
2.6,8.6,30
8.59432738427596,1.5,31
6.4,4.4,32
7.2,2.4,33
7.6,0.8,34
7.5,1.0,35
3.386870685912965,8.6,36
4.6,5.6,37
3.5,9.6,38
8.983008962512503,1.4,39
10.0,2.3,40
4.1,3.2,41
2.419656275880599,9.7,42
8.6,1.5,43
4.3,5.0,44
3.3,8.1,45
8.072172217627033,5.9,46
7.6,1.6,47
9.691379888533234,2.4,48
2.8945744085626526,8.9,49
9.4,1.2,50
3.7,8.6,51
4.959987507926481,5.1,52
3.2,8.0,53
4.222607944132463,9.7,54
1.5810631703602975,10.0,55
4.4,3.6,56
0.7,9.7,57
6.0,3.5,58
5.3,4.8,59
4.3,5.6,60
3.2,8.5,61
3.9,8.3,62
5.244767686583407,9.0,63
5.9,3.5,64
6.6,4.3,65
2.252129369096571,7.0,66
8.7,1.6,67
10.0,2.7,68
4.2,5.2,69
7.6,2.6,70
10.0,1.6,71
9.1,0.9,72
8.4,2.5,73
9.193984324414949,1.1,74
2.3126339414177215,9.5,75
6.475901894795184,3.5,76
6.820949010283107,5.5,77
0.4,7.7,78
7.4,1.0,79
1.8,9.2,80
3.9425416504582653,8.9,81
8.641287883963532,2.5,82
5.4,5.9,83
2.5,7.4,84
2.7,8.0,85
6.1,3.2,86
4.662459269613345,5.6,87
9.685163590975527,2.5,88
1.4124030158611987,8.9,89
10.0,1.5,90
1.2,7.6,91
6.0545598651328945,3.9,92
7.587636207816079,5.8,93
7.918845924163994,5.3,94
10.0,2.0,95
9.532203090755669,2.7,96
9.578879043238976,1.7,97
7.3,1.3,98
1.8,9.6,99
5.6,4.1,100
9.9,0.3,101
2.6353624249697543,7.1,102
3.0,9.8,103
2.338779938733004,9.6,104
1.2,9.7,105
9.3,2.4,106
4.1,5.9,107
3.722380951738982,7.9,108
3.3,7.8,109
9.6,0.3,110
2.8,8.6,111
7.3,0.7,112
7.0,1.4,113
5.7549729081805365,4.8,114
5.560569335004169,3.9,115
7.328463633369072,3.1,116
10.0,2.6,117
2.7,8.8,118
10.0,0.6,119
9.068866077506883,0.7,120
4.578175307496459,7.1,121
3.94654642536006,10.0,122
3.4,8.6,123
0.3,9.5,124
5.8,3.3,125
4.3,5.7,126
10.0,2.5,127
8.159033402848127,4.7,128
5.6,4.3,129
8.032400794678935,1.3,130
3.1,8.8,131
6.7,4.3,132
8.8,1.9,133
8.8,2.1,134
0.9,8.5,135
7.3,1.2,136
3.6367608495590704,9.0,137
6.980277718170734,4.8,138
6.2,4.5,139
5.9,3.2,140
1.0,8.1,141
5.4,3.1,142
2.379826752725725,7.8,143
6.9,4.0,144
8.4,0.6,145
2.4,7.8,146
2.7839254944772867,8.5,147
4.588134924353556,3.0,148
0.9,7.1,149
0.4,8.0,150
3.2,8.7,151
2.1,7.9,152
3.7,8.2,153
0.7206371125715874,8.9,154
4.3,4.0,155
2.0,9.6,156
10.0,2.1,157
4.506052681840506,7.4,158
1.1,8.2,159
10.0,1.2,160
3.6,9.1,161
9.005685184314954,0.9,162
6.751910392758717,5.9,163
5.258303110201231,7.0,164
8.9,0.2,165
2.347677796540009,7.2,166
2.4,9.1,167
4.3,4.2,168
8.4,1.1,169
9.093774448857905,1.3,170
6.948658754703036,3.2,171
0.3,8.1,172
8.152967499041209,5.0,173
9.0,1.1,174
6.988483654617195,3.0,175
5.9,5.7,176
3.706300240245894,9.6,177
9.2,0.4,178
3.6,7.2,179
5.6,3.4,180
0.0,8.3,181
4.9,4.5,182
5.7,3.1,183
1.8650649190754431,8.7,184
8.0,2.2,185
3.7507183462581972,9.5,186
3.6581247386053315,8.3,187
9.551845388761095,0.8,188
9.437162661826404,2.4,189
1.8,9.4,190
9.5,2.6,191
7.152544860006373,4.3,192
5.0,4.7,193
6.484708612308828,4.8,194
9.1,2.1,195
1.5,7.5,196
2.1666656452986532,7.4,197
4.850660339908908,8.0,198
2.0941565342580577,7.1,199
9.33742777781308,1.9,200
1.5198866017226165,7.2,201
8.2,0.9,202
9.0,1.8,203
8.361947485988347,0.7,204
8.21199393454205,4.4,205
2.8,7.4,206
1.9,7.1,207
7.198892812451471,5.9,208
8.2,0.1,209
0.1,8.2,210
4.589993642470849,3.1,211
7.768302518083292,4.4,212
8.582637291900104,2.7,213
0.5,9.9,214
2.257056739839045,9.7,215
8.8,2.5,216
10.0,0.9,217
5.657719099691131,8.2,218
5.863943009471691,4.0,219
9.530673867878972,0.5,220
2.2273648295213624,8.6,221
9.463197440009678,2.5,222
5.3,3.9,223
1.0,7.6,224
4.2,4.0,225
4.8,5.9,226
5.7,4.0,227
8.7,0.4,228
2.3171831822695683,8.9,229
5.555704481642149,4.2,230
5.262750652096502,9.6,231
9.752796713603246,1.7,232
9.996290405456044,0.6,233
8.549294371792659,0.1,234
5.4,4.6,235
5.291864058873232,5.9,236
3.6,9.2,237
5.6,5.6,238
1.8276489497054502,9.4,239
7.4,2.4,240
1.1,9.6,241
3.8,7.4,242
1.9,9.9,243
1.9,9.6,244
2.4,8.1,245
4.9,3.6,246
9.3,1.2,247
8.5,1.5,248
2.3,9.6,249
8.8306054472608,4.2,250
3.3,9.3,251
5.7,5.9,252
7.700833547204418,0.3,253
9.6,1.3,254
3.4,9.7,255
5.980768641710532,5.7,256
8.3,1.5,257
7.053762402622417,5.8,258
8.227839133511248,1.4,259
6.1,5.2,260
10.0,0.4,261
1.2,8.1,262
9.4,0.8,263
4.738788171808366,5.9,264
7.179753703472321,3.0,265
10.0,2.5,266
5.5819171428711165,3.0,267
8.034536133155362,5.5,268
6.2,3.4,269
9.3,2.3,270
3.4131810747189446,9.3,271
3.686562917405282,8.8,272
1.829437667004072,8.5,273
7.2,1.2,274
5.78670684288202,3.2,275
9.050940614711786,0.3,276
10.0,2.8,277
2.1005282224041406,9.9,278
10.0,0.9,279
5.552722135745448,4.5,280
7.759266364790287,5.1,281
0.2,7.2,282
5.2,3.9,283
7.7,0.8,284
10.0,2.8,285
5.2,5.7,286
8.591648194993072,1.4,287
4.702224188392375,4.9,288
9.9,1.8,289
8.643909118796397,1.9,290
4.4,5.7,291
8.5,1.3,292
6.235782759253488,4.9,293
0.3,9.0,294
1.0,9.1,295
10.0,2.4,296
9.967423199531057,1.6,297
7.4,2.3,298
5.986922765409448,4.5,299
1.1,7.4,300
8.9,0.2,301
3.0324868864189076,8.0,302
8.457556108901295,1.5,303
4.7470608249709825,3.8,304
4.130111978013262,7.2,305
3.4,7.0,306
2.1131568570043067,9.2,307
1.3,7.3,308
5.785461850855814,3.8,309
3.4,7.9,310
9.4,2.7,311
1.7,9.7,312
5.1,5.9,313
0.4,9.1,314
5.7691525342082155,4.2,315
6.088837795320963,5.1,316
4.0,3.5,317
2.9,9.0,318
9.9,2.3,319
9.9,2.1,320
9.563036666224448,0.3,321
10.0,1.9,322
1.499576093528599,8.1,323
9.9,1.5,324
1.7,8.4,325
4.806868229720966,4.1,326
8.904054433776482,0.2,327
4.557878400210314,8.2,328
6.5,5.6,329
4.6,5.0,330
5.4,5.6,331
2.4596417680201363,9.0,332
8.8,0.9,333
0.5,9.0,334
3.0,7.9,335
5.9,4.2,336
9.336437244582177,0.6,337
3.6000614376907647,7.9,338
9.52427409176121,0.2,339
7.3,1.5,340
8.51319235197241,2.5,341
4.50896266323652,4.1,342
1.3,7.1,343
0.5,8.2,344
2.0,8.2,345
5.62579493957905,4.8,346
5.080598813522999,4.4,347
6.9,4.6,348
2.7,7.9,349
10.0,2.3,350
4.015263292545176,9.9,351
5.531489901226578,3.1,352
7.328922655479788,5.4,353
0.5,7.8,354
4.1,3.9,355
3.270112770978482,8.6,356
1.4,8.1,357
5.097745603085199,3.9,358
8.9,2.9,359
7.2599581579307895,3.1,360
3.6,9.3,361
10.0,1.4,362
5.977452695753094,3.9,363
4.6805982469007335,3.7,364
1.0,8.5,365
9.2,1.4,366
0.2,9.9,367
3.8,9.4,368
10.0,1.6,369
9.9,0.2,370
1.5,7.7,371
7.6,0.4,372
2.5,9.3,373
5.889930550456754,3.4,374
9.4,1.9,375
1.6,9.0,376
5.429836889177791,4.0,377
6.8,3.9,378
5.593289668575505,5.7,379
6.1,3.2,380
7.4,0.0,381
6.253793901647969,4.3,382
2.474672317159092,9.9,383
9.488207113813237,0.7,384
6.563743533010033,5.0,385
8.947237057474432,0.8,386
3.2,8.4,387
8.6,1.3,388
2.191137800981376,7.5,389
6.465428898689363,3.6,390
7.1,2.5,391
9.9,2.4,392
9.6,0.7,393
8.524947642088344,3.6,394
6.9,6.0,395
2.8,9.9,396
6.35388204867335,3.8,397
8.3,1.8,398
4.811487914894583,4.9,399
4.70540744198912,7.6,400
9.4,2.7,401
9.8,2.9,402
9.945014525347299,2.9,403
4.3643833785101975,7.5,404
5.4,5.2,405
5.330478869298902,4.9,406
2.7,7.5,407
2.3,9.3,408
5.5,3.0,409
0.0,8.1,410
9.8,0.7,411
8.9,0.7,412
8.0,2.5,413
9.466419848273256,0.3,414
6.564792512931017,3.1,415
1.9,9.0,416
7.4,0.9,417
8.2,2.8,418
7.256651724377529,3.1,419
4.15698501645866,8.1,420
9.586844256112617,2.3,421
8.201222992788903,5.9,422
8.7,1.1,423
10.0,0.8,424
2.3,8.1,425
4.345718843131329,7.7,426
7.6,2.8,427
1.3999179839295768,8.5,428
4.7,3.1,429
0.1,7.5,430
6.6,3.8,431
8.360498379059143,4.7,432
6.538345470731674,4.7,433
5.6,5.3,434
7.8,1.1,435
10.0,2.8,436
9.7,1.3,437
3.1513792897388164,8.4,438
9.069082771353868,0.6,439
2.4,7.6,440
1.3,9.6,441
7.6,0.2,442
0.3,9.8,443
5.5,4.2,444
4.086067412675239,9.5,445
8.0,2.1,446
3.1,9.0,447
1.8342118888573125,9.6,448
2.2,7.8,449
1.7,7.1,450
6.099918661006411,5.3,451
4.3924914334123315,4.2,452
2.1,7.2,453
6.9,3.7,454
7.9,0.9,455
1.1510995797969543,7.0,456
2.9,9.9,457
2.826959894948655,9.0,458
9.2,2.5,459
5.3,3.9,460
5.0,5.1,461
6.716089118752814,3.5,462
9.056982140214378,2.7,463
7.571127457586604,6.0,464
3.0,8.2,465
8.8,2.0,466
0.3,8.6,467
7.182748841814876,3.5,468
3.1,8.8,469
3.8,7.1,470
4.8,4.8,471
1.2,9.1,472
3.0,7.3,473
5.672064314065887,4.5,474
8.214053828007238,2.8,475
6.5,5.1,476
2.9,8.4,477
3.9109668549220715,9.1,478
2.9,9.6,479
5.971175367745225,5.4,480
1.8886897752686422,8.0,481
8.46748158407349,2.9,482
7.875548283691183,5.1,483
10.0,1.7,484
9.883157919693188,1.5,485
5.1,3.5,486
6.4,5.2,487
1.5,7.1,488
6.5,3.0,489
7.0962598870960845,5.9,490
9.678620824205382,0.7,491
6.604623854139374,5.5,492
8.6,2.9,493
7.2,1.5,494
6.815541810586298,5.6,495
4.5,5.4,496
6.927275805978768,4.2,497
4.4,5.6,498
4.5,3.9,499
1.2,9.6,500
7.795870586887474,5.4,501
6.419848840605798,4.9,502
8.7,2.5,503
7.866260438199167,3.0,504
7.460443435514499,3.2,505
5.6,3.9,506
4.9,4.1,507
6.629644940415598,4.0,508
6.2,4.2,509
1.5819310561975155,9.4,510
2.0323631822551143,8.3,511
2.7,8.0,512
0.2,8.1,513
10.0,1.9,514
9.0,1.9,515
7.6,1.3,516
6.3,3.3,517
2.5034765477545147,7.8,518
8.3,2.9,519
0.3,8.6,520
8.612929274697644,2.9,521
0.5,8.2,522
6.2,5.1,523
9.017243163907184,1.0,524
7.022678380157261,3.8,525
7.641868235653466,1.4,526
7.8,0.9,527
9.0,2.9,528
2.4,7.2,529
4.831546302498992,5.9,530
8.013762795555294,0.3,531
5.8,4.9,532
2.6,7.8,533
8.533054632443255,2.9,534
6.204214908227585,5.0,535
9.1,1.8,536
8.562704437472634,0.8,537
2.4,9.6,538
10.0,0.3,539
4.5,5.8,540
2.9,9.6,541
8.3918744523919,1.8,542
6.1,5.0,543
9.712507582844868,0.0,544
3.2083673254734117,7.8,545
5.4,5.9,546
1.6,9.5,547
5.4245594556633305,5.0,548
10.0,0.3,549
4.501758199781401,4.3,550
0.6408946799931309,9.2,551
7.869086226518917,4.3,552
2.938643624568358,8.3,553
3.655678427454373,7.0,554
8.924073527257564,1.8,555
8.9,0.7,556
6.1,3.3,557
4.6,5.6,558
3.6786105346191347,7.0,559
2.011863308639117,7.6,560
5.123846013264427,3.7,561
7.2,1.4,562
2.9,8.8,563
9.0,0.2,564
3.8,9.5,565
7.716204436112984,5.5,566
6.8,4.6,567
7.6,1.9,568
6.2,5.2,569
5.6,3.2,570
7.095498778020401,5.8,571
9.703478951962888,1.6,572
1.1,8.1,573
4.309457113460425,9.0,574
10.0,1.4,575
8.9,0.7,576
9.1,1.3,577
5.3,4.9,578
7.030292356790402,3.2,579
6.5,3.9,580
10.0,0.1,581
4.9,4.5,582
5.029651311042704,4.5,583
6.8,3.3,584
3.8745488228496825,8.2,585
9.0,0.8,586
0.6,7.5,587
4.2,3.6,588
6.0,5.6,589
3.3,9.1,590
0.4,7.9,591
2.5193805458609484,7.7,592
8.5,1.6,593
8.1,1.1,594
4.184066841862247,9.4,595
6.196466937615693,5.7,596
10.0,1.0,597
8.1,1.5,598
9.8,2.6,599
0.4,8.2,600
8.7,1.5,601
7.6,2.6,602
9.0,2.5,603
6.6,5.2,604
8.3,1.8,605
6.127446687444455,5.0,606
7.5,2.1,607
0.9,7.4,608
9.381007905758805,0.0,609
7.497530772318772,5.2,610
2.1,7.5,611
6.2091318577176215,3.1,612
4.802864628739926,5.7,613
7.7,1.1,614
5.254832378960707,3.7,615
5.6,4.8,616
1.0,7.2,617
5.2,3.7,618
5.903613467890895,5.9,619
3.6634732948423734,8.7,620
5.2,4.3,621
8.6,2.1,622
6.1,3.5,623
2.8029235581780867,8.2,624
10.0,1.9,625
2.1,7.3,626
9.053648045100838,0.4,627
5.783484901124556,3.4,628
9.1,0.6,629
5.2,5.7,630
1.1253216302109703,8.5,631
6.768731352984437,3.1,632
6.8176618709891805,3.2,633
2.0171306105690676,8.7,634
2.5,9.1,635
7.8,0.0,636
7.304732275634469,4.6,637
9.5,2.5,638
3.4,8.5,639
1.3,9.4,640
5.4,3.6,641
3.4,9.6,642
5.4,3.2,643
5.2,5.4,644
9.7,0.6,645
1.4904594654388033,9.6,646
9.94382612256101,1.6,647
5.053963224835364,7.2,648
3.2909617074468915,7.2,649
3.106023763052641,9.4,650
8.3,3.0,651
9.78055778637484,1.0,652
7.858560569262384,1.1,653
6.231701120626493,3.2,654
8.1,1.4,655
2.9,9.0,656
6.1,3.0,657
7.7,2.0,658
7.3160370908433245,3.0,659
7.192625250996441,5.3,660
5.6,3.2,661
6.3,4.8,662
3.6926516037996002,9.3,663
6.4,4.6,664
0.6,9.0,665
2.5,9.2,666
7.5,0.6,667
3.6,9.2,668
9.7,2.3,669
2.4,9.0,670
6.7,4.7,671
2.78693891403604,7.5,672
1.9,9.1,673
1.4028910438707147,7.6,674
1.3,7.7,675
7.6,1.3,676
9.7,1.5,677
4.6,3.2,678
9.1,1.1,679
4.165542968683638,9.0,680
7.59135964832306,3.8,681
2.8,7.8,682
6.8,4.9,683
1.4612308103392035,7.8,684
7.6,2.1,685
2.7791371780503313,8.8,686
2.610267234890392,9.0,687
6.4,5.3,688
7.473247836567325,3.6,689
0.4,9.1,690
8.1,1.3,691
4.1,3.8,692
5.756877341877981,5.6,693
7.7,1.7,694
4.1,5.0,695
8.160373513624226,2.7,696
9.7,1.0,697
10.0,3.0,698
3.3,9.5,699
5.960186253723327,4.7,700
1.9573058122365785,7.3,701
7.0,4.0,702
9.2,2.4,703
6.6,6.0,704
4.7,3.1,705
8.2,0.4,706
4.1,4.1,707
10.0,1.7,708
4.9,5.0,709
5.2541384994268,3.0,710
10.0,1.9,711
9.548691682861742,0.1,712
5.050267237242304,8.9,713
5.7,4.9,714
9.6,1.8,715
2.3,10.0,716
10.0,1.3,717
2.8,8.2,718
0.9,8.8,719
10.0,2.8,720
8.0,1.6,721
7.6,3.0,722
9.9,1.9,723
10.0,2.1,724
2.480571037555997,7.2,725
9.21084565027831,2.0,726
6.0,4.1,727
4.832566598395347,7.5,728
2.0,9.1,729
6.1,4.9,730
7.8,0.5,731
7.061290451819269,4.8,732
6.371874496497119,5.1,733
6.74450137458839,5.0,734
9.5,0.5,735
1.062555902438474,9.3,736
5.8,5.1,737
10.0,2.4,738
6.9,4.6,739
5.5,4.2,740
2.5010656419088177,8.7,741
1.1,9.8,742
2.3441322973645815,8.8,743
10.0,0.2,744
4.1,4.3,745
4.47226427812736,4.8,746
9.6,2.6,747
10.0,0.6,748
3.5,9.7,749
8.160669505102824,2.2,750
4.9,5.4,751
10.0,0.1,752
9.964359315507743,1.9,753
9.9,1.4,754
3.4,7.2,755
2.1797112794276696,7.2,756
5.187913158895227,9.5,757
7.361903690046949,5.8,758
7.409130816565398,1.2,759
5.398922279317434,3.6,760
4.7,4.4,761
1.1,7.3,762
7.5,0.4,763
8.70480655222135,5.3,764
9.9,1.3,765
8.566430731894503,2.4,766
1.7326655552616541,7.9,767
5.585154691865631,3.4,768
4.8,4.1,769
6.0967254220975615,3.2,770
4.6,5.4,771
2.2409751689605497,8.0,772
3.5,7.5,773
0.3,8.5,774
2.8526816219003734,8.7,775
9.4,0.4,776
2.3,8.5,777
5.576000926859257,4.9,778
8.50620577787678,1.5,779
1.8995667288915667,8.4,780
9.009374049576735,2.5,781
1.8518646171000324,8.3,782
5.4,5.2,783
5.7,5.0,784
6.3,5.6,785
1.3,8.6,786
7.762917585166042,6.0,787
6.7,4.1,788
9.168810946425594,1.5,789
6.2,4.5,790
8.4,2.5,791
2.59712598643552,9.6,792
6.028282136431333,4.0,793
3.715891719852275,9.3,794
7.4,0.6,795
10.0,0.5,796
2.3,8.7,797
9.710179037081076,1.9,798
8.1409752788295,1.7,799
8.1,2.0,800
1.851301578854553,8.7,801
0.7,7.8,802
5.843215298965887,3.5,803
9.86967679589405,0.9,804
6.8,5.9,805
2.4191741947062875,7.4,806
5.1,5.4,807
8.1,0.3,808
9.90871863942954,2.5,809
9.4,0.5,810
6.0,3.7,811
2.427384538700641,9.6,812
7.7,0.8,813
7.0,2.6,814
10.0,1.9,815
3.4535452506392916,7.5,816
9.73304395338607,1.1,817
0.4,8.5,818
6.8,3.1,819
4.9,3.6,820
7.860211453219205,2.7,821
8.4,1.4,822
6.3,3.5,823
1.9,8.3,824
6.683667409603909,6.0,825
6.3,4.2,826
9.5,0.5,827
0.1,7.6,828
1.7267335167968403,8.5,829
9.168918102119768,2.7,830
2.0,8.5,831
4.6045878983164075,3.1,832
5.7,4.3,833
3.4,7.5,834
0.8734141140879558,8.3,835
4.7,3.1,836
9.2,0.3,837
5.8,3.8,838
0.8023004112407952,8.1,839
10.0,1.2,840
6.3,3.4,841
7.323414894229401,3.7,842
6.0,4.7,843
6.8,4.2,844
0.3,7.1,845
9.5,1.6,846
9.3,0.7,847
8.0,0.1,848
4.76658856993265,9.0,849
7.565568200806081,3.8,850
8.8,2.0,851
2.978293216141505,9.5,852
3.8,9.7,853
3.2906533848410082,7.8,854
1.1,9.9,855
7.0,2.1,856
2.8,8.9,857
8.011393487562747,3.9,858
1.5240828339131085,7.2,859
1.8,7.8,860
1.5423113577558194,9.5,861
7.947731699354192,3.6,862
9.23203684977564,2.8,863
4.2,3.3,864
0.7,8.8,865
2.356067025688914,9.9,866
8.3,1.5,867
7.7,1.4,868
10.0,2.3,869
3.0,8.7,870
3.6,9.5,871
9.3,0.2,872
5.919582040809701,3.6,873
2.7,8.2,874
1.6,9.7,875
6.7,5.7,876
4.99738969679986,5.1,877
4.996015369561482,3.6,878
7.6,1.0,879
5.3,5.5,880
0.5,9.2,881
2.1881317231407627,7.9,882
5.5,3.9,883
2.4,8.3,884
7.87055370066708,0.3,885
5.6,5.7,886
9.082540221883356,2.2,887
9.0,2.8,888
3.3,8.7,889
2.6,9.7,890
9.491144362854856,1.0,891
4.091170315897338,5.5,892
5.091941779691199,7.3,893
8.7,1.4,894
6.084330753300763,5.9,895
0.9,7.2,896
5.8,5.2,897
7.693224964314186,2.0,898
5.6,3.3,899
0.7,8.7,900
4.9,5.8,901
9.5,3.0,902
1.0,9.9,903
8.454375060452936,1.0,904
0.2,7.2,905
9.439774146438115,1.4,906
1.1538888275099453,8.8,907
4.8,4.7,908
8.1,2.5,909
9.5,1.4,910
8.346567558597894,1.1,911
3.2,8.0,912
1.837123377331468,7.3,913
5.4,4.4,914
6.991694884986801,3.7,915
1.5,9.4,916
3.3,8.2,917
5.4,3.9,918
7.516279433058289,3.4,919
6.8,5.1,920
4.079010666768645,7.1,921
9.76862849785069,1.2,922
6.397961334094003,5.0,923
7.185113110066231,4.7,924
2.9,7.2,925
8.3,0.3,926
5.8,5.8,927
6.7642789496651385,3.2,928
6.209463606564708,4.7,929
8.2,2.5,930
6.4,4.8,931
5.253516123777476,3.8,932
4.3,4.1,933
5.208374887255916,5.0,934
2.6,7.2,935
1.6,7.5,936
7.5,2.5,937
0.2,8.3,938
4.5,5.6,939
10.0,0.7,940
8.5,2.2,941
8.183639033602871,3.7,942
4.321577619999223,9.8,943
4.679288152064066,8.9,944
2.5,8.2,945
6.3,4.6,946
6.0,4.3,947
9.2,2.5,948
8.23088600118418,2.5,949
5.648010089689778,5.5,950
8.970743212434925,1.1,951
10.0,0.8,952
6.5,4.5,953
2.1,7.9,954
2.3,8.0,955
0.2,7.8,956
4.196848378202738,5.9,957
6.9,4.2,958
6.2,4.0,959
4.613440867778699,9.4,960
9.8,1.2,961
7.498719450084331,3.8,962
4.0,7.1,963
5.8,5.0,964
6.1,3.4,965
6.8,3.5,966
10.0,0.7,967
4.9,4.6,968
5.930727486532235,3.5,969
8.28629425898803,1.3,970
9.773847987793447,2.7,971
0.3,8.2,972
7.49393134193085,0.0,973
6.0,4.8,974
7.5,0.7,975
0.1,9.5,976
10.0,0.4,977
4.7,5.6,978
5.295028090592972,8.3,979
1.5550916103675516,7.1,980
8.7,1.2,981
1.193857751970954,8.7,982
4.0,5.4,983
4.9,3.1,984
9.750179745733536,1.2,985
10.0,1.6,986
1.245469895557337,9.1,987
4.8,5.7,988
5.1,4.6,989
0.7612016264758319,8.3,990
3.999875707141428,9.4,991
9.264851624425576,0.7,992
6.5,5.8,993
9.285029240323942,1.4,994
1.3,9.6,995
4.3,3.6,996
3.0,7.2,997
8.5,1.3,998
8.0,1.2,999
8.6,0.5,1000
